epoch,Clinical_Penalty,loss,root_mean_squared_error,val_Clinical_Penalty,val_loss,val_root_mean_squared_error
0,1.2576161623001099,1.7864843606948853,73.98436737060547,1.2540291547775269,1.3489553928375244,36.40100860595703
1,1.1560947895050049,1.282519817352295,26.996883392333984,1.255583643913269,1.366227388381958,32.230140686035156
2,1.1369506120681763,1.2639648914337158,23.054662704467773,1.2403604984283447,1.309003233909607,28.2071475982666
3,1.1333969831466675,1.2605806589126587,22.334070205688477,1.2478361129760742,1.3129879236221313,28.52094078063965
4,1.13263738155365,1.259831428527832,22.199542999267578,1.2351362705230713,1.2937957048416138,26.92021369934082
5,1.13245689868927,1.259498953819275,22.15184783935547,1.2437838315963745,1.3138889074325562,28.356346130371094
6,1.132318139076233,1.2592495679855347,22.11985206604004,1.2467225790023804,1.3196898698806763,28.684322357177734
7,1.1321519613265991,1.2590957880020142,22.097684860229492,1.2494792938232422,1.330264925956726,29.53058624267578
8,1.131984829902649,1.2588955163955688,22.080097198486328,1.2454040050506592,1.3190706968307495,28.817794799804688
9,1.1319077014923096,1.258832573890686,22.0745792388916,1.2427047491073608,1.3053686618804932,27.730392456054688
10,1.1317734718322754,1.2587087154388428,22.05919075012207,1.2421785593032837,1.3032795190811157,28.070735931396484
11,1.1318349838256836,1.258687973022461,22.054702758789062,1.2449235916137695,1.3175987005233765,28.74077033996582
12,1.1316951513290405,1.2585779428482056,22.043506622314453,1.2448867559432983,1.3132505416870117,28.378765106201172
13,1.1317203044891357,1.258515477180481,22.038898468017578,1.240878939628601,1.3059842586517334,28.046939849853516
14,1.1316636800765991,1.25850248336792,22.037960052490234,1.2476832866668701,1.3223304748535156,28.96318244934082
